index,subject,verb,object,start,end,subj_dep,subj_tag,obj_dep,obj_tag,Document,clean_verbs,clean_objs
31731,threat,forced,doctors,263,286,nsubj,NN,dobj,NNS,1112,force,doctor
31756,it,can reward,worker,664,681,nsubj,PRP,dobj,NN,1113,reward,worker
31964,that,help,americans,769,790,nsubj,WDT,dobj,NNPS,1126,help,american
31996,them,to influence,politicians,1911,1935,nsubj,PRP,dobj,NNS,1126,influence,politician
32001,that,can foil,lawyers,2056,2073,nsubj,WDT,dobj,NNS,1126,foil,lawyer
32004,reforms,ask,politicians,2209,2212,nsubj,NNS,dobj,NNS,1126,ask,politician
32034,that,help,men,140,214,nsubj,WDT,dobj,NNS,1129,help,man
32062,knee,hit,ground,546,577,nsubj,NN,dobj,NN,1130,hit,grind
32120,that,terrorizes,muslims,480,509,nsubj,WDT,dobj,NNPS,1132,terrorize,muslim
32288,insurance plans,have asked,patients,1174,1192,nsubj,NNS,dobj,NNS,1137,ask,patient
32442,fda,has warned,consumers,944,953,nsubj,NNP,dobj,NNS,1146,warn,consumer
32523,that,shields,consumers,728,743,nsubj,WDT,dobj,NNS,1150,shield,consumer
32548,officer,shoots,man,0,17,nsubj,NN,dobj,NN,1151,shoot,man
32551,that,hold,cops,103,120,nsubj,WDT,dobj,NNS,1151,hold,cop
32611,agencies,teach,cops,1444,1447,nsubj,NNS,dobj,NNS,1151,teach,cop
32639,citizen,is attacking,police officer,2319,2343,nsubj,NN,dobj,NN,1151,attack,police officer
32658,officers,shot,suspects,2977,2981,nsubj,NNS,dobj,NNS,1151,shoot,suspect
32696,criminal justice system,hurts,americans,504,515,nsubj,NN,dobj,NNPS,1154,hurt,american
32808,lord,comforts,boy,200,214,nsubj,NNP,dobj,NN,1159,comfort,boy
32813,this,will encourage,applicants,131,139,nsubj,DT,dobj,NNS,1160,encourage,applicant
32857,models,favoring,republicans,288,296,nsubj,NNS,dobj,NNPS,1162,favor,republican
32951,lying,hurt,students,547,555,nsubj,VBG,dobj,NNS,1164,hurt,student
32971,colleges,to choose,students,1227,1241,nsubj,NNS,dobj,NNS,1164,choose,student
32995,that,encourages,subordinates,1870,1878,nsubj,WDT,dobj,NNS,1164,encourage,subordinate
33016,doctors,examined,brains,238,242,nsubj,NNS,dobj,NNS,1165,examine,brain
33138,that,accuses,author,291,296,nsubj,WDT,dobj,NN,1170,accuse,author
33287,government,summoned,ambassador,310,317,nsubj,NN,dobj,NN,1176,summon,ambassador
33394,it,hit,ground,579,583,nsubj,PRP,dobj,NN,1179,hit,grind
33443,cardiologist,had asked,surgeon,123,136,nsubj,NN,dobj,NN,1181,ask,surgeon
33567,kotaku,forbidding,writers,2730,2745,nsubj,NNP,dobj,NNS,1182,forbid,writer
33741,cameras,could protect,cops,518,528,nsubj,NNS,dobj,NNS,1188,protect,cop
33781,suspect,abusing,victim,1570,1581,nsubj,NN,dobj,NN,1188,abuse,victim
33823,they,confront,suspect,2484,2510,nsubj,PRP,dobj,NN,1188,confront,suspect
33992,he,'d protected,students,982,1029,nsubj,PRP,dobj,NNS,1195,protect,student
34131,that,killed,children,734,765,nsubj,WDT,dobj,NNS,1199,kill,child
34254,who,can hit,ground,1225,1237,nsubj,WP,dobj,NN,1201,hit,grind
34279,it,deporting,immigrants,924,939,nsubj,PRP,dobj,NNS,1203,deport,immigrant
34300,obama,deporting,immigrants,1441,1463,nsubj,NNP,dobj,NNS,1203,deport,immigrant
34547,he,abandoned,brother,1244,1274,nsubj,PRP,dobj,NN,1208,abandon,brother
34846,it,encouraged,fans,543,554,nsubj,PRP,dobj,NNS,1216,encourage,fan
35342,centers,is warning,doctors,50,64,nsubj,NNPS,dobj,NNS,1225,warn,doctor
35408,rice,attacking,wife,98,119,nsubj,NNP,dobj,NN,1228,attack,wife
35423,obama,invited,leaders,166,168,nsubj,NNP,dobj,NNS,1229,invite,leader
35462,video,punching,wife,187,202,nsubj,NN,dobj,NN,1231,punch,wife
35543,state legislatures,elected,senators,153,160,nsubj,NNS,dobj,NNS,1234,elect,senator
35549,some,challenged,president,341,352,nsubj,DT,dobj,NN,1234,challenge,president
35657,rice,punched,wife,33,49,nsubj,NNP,dobj,NN,1238,punch,wife
35763,what,leads,politicians,759,782,nsubj,WP,dobj,NNS,1240,lead,politician
35786,dreamers,don't trust,politicians,1313,1324,nsubj,NNS,dobj,NNS,1240,trust,politician
35807,public,to support,immigrants,1874,1890,nsubj,NN,dobj,NNS,1240,support,immigrant
36084,they,found,wife,204,209,nsubj,PRP,dobj,NN,1249,find,wife
36586,agency,is encouraging,americans,164,168,nsubj,NN,dobj,NNPS,1272,encourage,american
36588,u.s. agency,encourages,americans,181,198,nsubj,NNP,dobj,NNPS,1272,encourage,american
36606,i,insulting,republicans,146,166,nsubj,PRP,dobj,NNPS,1273,insult,republican
36650,they,endorsed,child,1100,1124,nsubj,PRP,dobj,NN,1273,endorse,child
36700,campaign,is asking,supporters,368,372,nsubj,NN,dobj,NNS,1275,ask,supporter
37070,he,alienated,allies,2077,2097,nsubj,PRP,dobj,NNS,1280,alienate,ally
37197,he,beat,opponent,359,373,nsubj,PRP,dobj,NN,1281,beat,opponent
37224,they,’ll ask,citizens,965,983,nsubj,PRP,dobj,NNS,1281,ask,citizen
37798,that,are paying,ceo,4283,4292,nsubj,WDT,dobj,NN,1284,pay,ceo
37806,it,forces,workers,4491,4517,nsubj,PRP,dobj,NNS,1284,force,worker
37955,they,are cutting,men,1429,1439,nsubj,PRP,dobj,NNS,1285,cut,man
37977,you,'re punishing,customers,2079,2084,nsubj,PRP,dobj,NNS,1285,punish,customer
38036,that,won't upset,daughter,255,300,nsubj,WDT,dobj,NN,1286,upset,daughter
38042,who,call,parents,410,429,nsubj,WP,dobj,NNS,1286,call,parent
38046,they,call,mother,525,537,nsubj,PRP,dobj,NN,1286,call,mother
38075,who,call,parents,1610,1629,nsubj,WP,dobj,NNS,1286,call,parent
38123,she,was visiting,mother,3072,3091,nsubj,PRP,dobj,NN,1286,visit,mother
38478,adam lanza,murdered,children,2888,2898,nsubj,NNP,dobj,NNS,1288,murder,child
38805,bill,needs,supporter,1407,1420,nsubj,NN,dobj,NN,1290,need,supporter
39056,they,left,cousins,2493,2521,nsubj,PRP,dobj,NNS,1291,leave,cousin
39173,he,loves,children,1014,1020,nsubj,PRP,dobj,NNS,1292,love,child
39271,that,help,children,4261,4272,nsubj,WDT,dobj,NNS,1292,help,child
39332,mob,attacked,newcomers,1916,1928,nsubj,NN,dobj,NNS,1293,attack,newcomer
39522,she,led,clients,263,267,nsubj,PRP,dobj,NNS,1295,lead,client
39526,who,hit,ground,346,364,nsubj,WP,dobj,NN,1295,hit,grind
39795,lawyers,to visit,children,1082,1093,nsubj,NNS,dobj,NNS,1296,visit,child
39915,who,has watched,governor,1652,1667,nsubj,WP,dobj,NN,1297,watch,governor
40067,hannibal,didn't attract,allies,1449,1456,nsubj,NNP,dobj,NNS,1298,attract,ally
40189,romans,killed,jews,4585,4594,nsubj,NNPS,dobj,NNPS,1298,kill,jew
40317,most,favored,republicans,623,643,nsubj,JJS,dobj,NNPS,1299,favor,republican
40333,health sector,favored,republicans,1130,1135,nsubj,NN,dobj,NNPS,1299,favor,republican
40406,he,held,fundraisers,3537,3549,nsubj,PRP,dobj,NNS,1299,hold,fundraiser
40604,mom,confronted,coach,240,245,nsubj,NN,dobj,NN,1302,confront,coach
40627,that,might deter,men,877,883,nsubj,DT,dobj,NNS,1302,deter,man
40732,me,to find,friend,3597,3608,nsubj,PRP,dobj,NN,1302,find,friend
40739,i,considered,friends,3723,3732,nsubj,PRP,dobj,NNS,1302,consider,friend
40767,mom,confronted,coach,4303,4307,nsubj,NN,dobj,NN,1302,confront,coach
41098,i,dated,guy,13207,13213,nsubj,PRP,dobj,NN,1302,date,guy
41154,i,dated,guy,14637,14640,nsubj,PRP,dobj,NN,1302,date,guy
41279,i,called,specialists,17474,17478,nsubj,PRP,dobj,NNS,1302,call,specialist
41741,he,has abused,authority,242,267,nsubj,PRP,dobj,NN,1305,abuse,authority
41800,spectacle,suing,president,2015,2026,nsubj,NN,dobj,NN,1305,sue,president
41815,people,questioned,authority,2403,2421,nsubj,NNS,dobj,NN,1305,question,authority
41867,he,is using,authority,4143,4151,nsubj,PRP,dobj,NN,1305,use,authority
41949,it,beat,experts,1733,1759,nsubj,PRP,dobj,NNS,1306,beat,expert
42106,he,can ask,friend,6074,6079,nsubj,PRP,dobj,NN,1306,ask,friend
42112,you,'re advising,client,6206,6227,nsubj,PRP,dobj,NN,1306,advise,client
42537,survey,asked,teenagers,4685,4690,nsubj,NN,dobj,NNS,1309,ask,teenager
42542,it,leaves,teenagers,4829,4833,nsubj,PRP,dobj,NNS,1309,leave,teenager
42666,they,embarrassed,minister,3501,3514,nsubj,PRP,dobj,NNP,1310,embarrass,minister
42836,office,to hit,ground,1272,1297,nsubj,NN,dobj,NN,1311,hit,grind
42924,it,protects,immigrants,1037,1045,nsubj,PRP,dobj,NNS,1313,protect,immigrant
42966,they,deported,students,1965,1989,nsubj,PRP,dobj,NNS,1313,deport,student
43048,survey,asked,immigrants,4653,4657,nsubj,NN,dobj,NNS,1313,ask,immigrant
43144,hernandez,encouraged,man,7240,7244,nsubj,NNP,dobj,NN,1313,encourage,man
43171,they,'re teaching,immigrants,7675,7681,nsubj,PRP,dobj,NNS,1313,teach,immigrant
43579,it,deters,women,3440,3443,nsubj,PRP,dobj,NNS,1316,deter,woman
43726,maternity,leave,women,4512,4514,nsubj,NNP,dobj,NNS,1317,leave,woman
43797,we,interviewed,americans,732,745,nsubj,PRP,dobj,NNPS,1318,interview,american
43925,kopp,had joined,classmates,1250,1254,nsubj,NNP,dobj,NNS,1319,join,classmate
44006,who,had taught,students,3977,3996,nsubj,WP,dobj,NNS,1319,teach,student
44053,he,asked,students,5615,5618,nsubj,PRP,dobj,NNS,1319,ask,student
44100,you,like,girls,447,452,nsubj,PRP,dobj,NNS,1320,like,girl
44112,which,follows,men,1351,1358,nsubj,WDT,dobj,NNS,1320,follow,man
44226,colleges,are failing,students,680,701,nsubj,NNS,dobj,NNS,1321,fail,student
44362,he,held,authority,1475,1535,nsubj,PRP,dobj,NN,1322,hold,authority
44458,he,asked,sister,501,509,nsubj,PRP,dobj,NN,1323,ask,sister
44481,people,can contact,relatives,1266,1295,nsubj,NNS,dobj,NNS,1323,contact,relative
44493,i,found,brother,1802,1806,nsubj,PRP,dobj,NN,1323,find,brother
44587,he,called,father,4337,4341,nsubj,PRP,dobj,NN,1323,call,father
44591,i,called,sister,4454,4457,nsubj,PRP,dobj,NN,1323,call,sister
44817,officers,shot,suspects,2021,2037,nsubj,NNS,dobj,NNS,1325,shoot,suspect
44942,rail delays,frustrated,farmers,1751,1760,nsubj,NNS,dobj,NNS,1326,frustrate,farmer
45210,employers,will find,economists,4161,4171,nsubj,NNS,dobj,NNS,1327,find,economist
45397,botticelli,didn't acknowledge,failures,1203,1211,nsubj,NNP,dobj,NNS,1328,acknowledge,failure
45532,hannibal,didn't attract,allies,1451,1458,nsubj,NNP,dobj,NNS,1329,attract,ally
45654,romans,killed,jews,4477,4486,nsubj,NNPS,dobj,NNPS,1329,kill,jew
45971,protesters,are demanding,prosecutor,40,46,nsubj,NNS,dobj,NN,1339,demand,prosecutor
46010,they,execute,prisoners,425,428,nsubj,PRP,dobj,NNS,1341,execute,prisoner
46011,they,kill,children,430,432,nsubj,PRP,dobj,NNS,1341,kill,child
46012,they,threatened,minority,445,449,nsubj,PRP,dobj,NN,1341,threaten,minority
46086,who,support,partners,2133,2177,nsubj,WP,dobj,NNS,1341,support,partner
46130,aumf,authorizes,president,631,643,nsubj,NNP,dobj,NN,1343,authorize,president
46143,congress,has authorized,president,1128,1143,nsubj,NNP,dobj,NN,1343,authorize,president
46146,it,authorize,president,1190,1224,nsubj,PRP,dobj,NN,1343,authorize,president
46218,cnn,interviewed,eyewitnesses,0,8,nsubj,NNP,dobj,NNS,1345,interview,eyewitness
46391,he,shot,teenager,520,560,nsubj,PRP,dobj,NN,1350,shoot,teenager
46556,grade homework assignment,asking,students,0,9,nsubj,NN,dobj,NNS,1355,ask,student
46561,assignments,asking,students,74,102,nsubj,NNS,dobj,NNS,1355,ask,student
46593,police,did not interview,friend,557,568,nsubj,NN,dobj,NN,1358,interview,friend
46885,they,force,customers,504,506,nsubj,PRP,dobj,NNS,1367,force,customer
46891,i,asked,colleagues,628,632,nsubj,PRP,dobj,NNS,1367,ask,colleague
47371,pioneers,follow,gossip,403,410,nsubj,NNS,dobj,NN,1390,follow,gossip
47501,operators,held,hostage,1456,1464,nsubj,NNS,dobj,NN,1394,hold,hostage
47561,him,to call,father,211,226,nsubj,PRP,dobj,NN,1395,call,father
47777,that,judge,teachers,890,907,nsubj,WDT,dobj,NNS,1404,judge,teacher
47916,this,has led,commentators,43,48,nsubj,DT,dobj,NNS,1411,lead,commentator
48331,article,called,politicians,276,282,nsubj,NN,dobj,NNS,1424,call,politician
48336,who,hate,jews,409,412,nsubj,WP,dobj,NNPS,1424,hate,jew
48337,those,hate,christians,409,414,nsubj,DT,dobj,NNPS,1424,hate,christian
48515,which,asks,students,79,92,nsubj,WDT,dobj,NNS,1430,ask,student
48658,you,lead,tourists,29,59,nsubj,PRP,dobj,NNS,1435,lead,tourist
48751,pressure,push,president,636,648,nsubj,NN,dobj,NN,1438,push,president
49282,sign bunny,can find,champions,924,932,nsubj,NN,dobj,NNS,1458,find,champion
49560,this,undermine,authority,534,554,nsubj,DT,dobj,NN,1468,undermine,authority
49698,we,hold,employers,1598,1622,nsubj,PRP,dobj,NNS,1473,hold,employer
49896,it,helps,women,449,490,nsubj,PRP,dobj,NNS,1484,help,woman
50082,volatility,may have convinced,voters,378,384,nsubj,NN,dobj,NNS,1491,convince,voter
50083,differences,have led,leaders,434,439,nsubj,NNS,dobj,NNS,1491,lead,leader
50088,promises,have persuaded,voters,558,602,nsubj,NNS,dobj,NNS,1491,persuade,voter
50170,we,value,women,289,303,nsubj,PRP,dobj,NNS,1495,value,woman
50174,we,value,women,425,443,nsubj,PRP,dobj,NNS,1495,value,woman
50504,many,worship,devil,281,299,nsubj,JJ,dobj,NNP,1507,worship,devil
50571,i,shot,sheriff,742,761,nsubj,PRP,dobj,NNP,1510,shoot,sheriff
50572,bob marley,shot,sheriff,742,767,nsubj,NNP,dobj,NN,1510,shoot,sheriff
50576,rubio,criticized,leaders,160,168,nsubj,NNP,dobj,NNS,1511,criticize,leader
50662,she,taught,women,246,252,nsubj,PRP,dobj,NNS,1516,teach,woman
50894,they,'re killing,father,597,627,nsubj,PRP,dobj,NN,1521,kill,father
50910,you,saved,child,882,886,nsubj,PRP,dobj,NN,1521,save,child
50947,congress,restrains,president,272,315,nsubj,NNP,dobj,NNP,1523,restrain,president
50978,show,need,actor,666,673,nsubj,NN,dobj,NN,1525,need,actor
51217,he,will punish,man,838,888,nsubj,PRP,dobj,NN,1531,punish,man
51335,you,believe,lady,495,511,nsubj,PRP,dobj,NN,1538,believe,lady
51446,alicia,doesn't need,man,1168,1174,nsubj,NNP,dobj,NN,1540,need,man
51450,villains,opposing,lawyers,1293,1302,nsubj,NNS,dobj,NNS,1540,oppose,lawyer
51766,campaigns,protected,americans,453,472,nsubj,NNS,dobj,NNPS,1553,protect,american
52160,site,reminded,woman,343,347,nsubj,NN,dobj,NN,1562,remind,woman
52169,they,warned,students,675,692,nsubj,PRP,dobj,NNS,1562,warn,student
52177,montana judge,sentenced,teacher,865,876,nsubj,NN,dobj,NN,1562,sentence,teacher
52209,strikes,killed,fighters,427,443,nsubj,NNS,dobj,NNS,1563,kill,fighter
52236,presence,alarm,allies,1263,1275,nsubj,NN,dobj,NNS,1563,alarm,ally
52539,it,killed,leaders,1237,1255,nsubj,PRP,dobj,NNS,1574,kill,leader
52648,that,didn't appease,critics,1512,1519,nsubj,DT,dobj,NNS,1579,appease,critic
52852,study,found,kids,114,119,nsubj,NN,dobj,NNS,1589,find,kid
52942,insurance companies,lure,customers,1009,1039,nsubj,NNS,dobj,NNS,1592,lure,customer
52992,it,chooses,leaders,1382,1386,nsubj,PRP,dobj,NNS,1594,choose,leader
53600,that,engage,boys,757,779,nsubj,WDT,dobj,NNS,1617,engage,boy
53883,mom,confronted,coach,556,561,nsubj,NN,dobj,NN,1626,confront,coach
54121,they,visit,server,1842,1848,nsubj,PRP,dobj,NN,1633,visit,server
54384,isis,fears,soldiers,1241,1256,nsubj,NNP,dobj,NNS,1642,fear,soldier
54388,group,feared,soldiers,1349,1364,nsubj,NN,dobj,NNS,1642,fear,soldier
54498,that,elected,republicans,300,320,nsubj,WDT,dobj,NNPS,1645,elect,republican
54525,i,consulted,lawyers,1376,1380,nsubj,PRP,dobj,NNS,1645,consult,lawyer
54668,he,opposed,child,1273,1276,nsubj,PRP,dobj,NN,1649,oppose,child
54690,it,murdered,americans,30,41,nsubj,PRP,dobj,NNPS,1650,murder,american
54796,god,loves,women,146,148,nsubj,NNP,dobj,NNS,1653,love,woman
54798,he,assaulted,boy,47,66,nsubj,PRP,dobj,NN,1654,assault,boy
54814,alteaga,had punched,boy,626,631,nsubj,NNP,dobj,NN,1654,punch,boy
55014,khakpour,accused,champion,501,512,nsubj,NNP,dobj,NNP,1660,accuse,champion
55018,he,insulted,author,603,619,nsubj,PRP,dobj,NN,1660,insult,author
55021,he,blamed,women,748,756,nsubj,PRP,dobj,NNS,1660,blame,woman
55235,he,wasn't betraying,wife,639,652,nsubj,PRP,dobj,NN,1667,betray,wife
55286,colleges,have identified,students,290,297,nsubj,NNS,dobj,NNS,1668,identify,student
55287,schools,aren't helping,students,331,336,nsubj,NNS,dobj,NNS,1668,help,student
55326,who,blamed,victim,29,50,nsubj,WP,dobj,NN,1669,blame,victim
55484,that,appoints,executive,916,954,nsubj,WDT,dobj,NN,1674,appoint,executive
55559,you,remember,friends,0,4,nsubj,PRP,dobj,NNS,1679,remember,friend
55598,i,welcome,friends,1060,1072,nsubj,PRP,dobj,NNPS,1679,welcome,friend
55599,tv fans,welcome,friends,1060,1072,conj,NNS,dobj,NNPS,1679,welcome,friend
55600,we,'d welcome,men,1060,1083,nsubj,PRP,dobj,NNPS,1679,welcome,man
55817,she,didn't contradict,superiors,433,473,nsubj,PRP,dobj,NNS,1683,contradict,superior
56043,griffin daughter,find,friend,295,324,nsubj,NN,dobj,NN,1690,find,friend
56076,it,could protect,children,0,14,nsubj,PRP,dobj,NNS,1692,protect,child
56081,sex couples,punishes,children,115,139,nsubj,NNS,dobj,NNS,1692,punish,child
56084,that,forbade,children,196,212,nsubj,WDT,dobj,NNS,1692,forbid,child
56145,court,sentenced,men,125,134,nsubj,NN,dobj,NNS,1694,sentence,man
56169,press,denigrates,students,863,880,nsubj,NN,dobj,NNS,1696,denigrate,student
56287,that,could lead,leaders,1372,1380,nsubj,WDT,dobj,NNS,1699,lead,leader
56357,industry,paid,doctors,148,156,nsubj,NN,dobj,NNS,1704,pay,doctor
56361,big pharma,pay,doctor,182,199,nsubj,NNP,dobj,NN,1704,pay,doctor
56362,device companies,pay,doctor,182,199,conj,NNS,dobj,NN,1704,pay,doctor
56389,you,n't  find,doctor,1163,1190,nsubj,PRP,dobj,NN,1704,find,doctor
56422,it,leads,patients,2397,2442,nsubj,PRP,dobj,NNS,1704,lead,patient
56447,transparency,shouldn't stop,doctors,3314,3318,nsubj,NN,dobj,NNS,1704,stop,doctor
56487,colleges,serve,students,794,806,nsubj,NNS,dobj,NNS,1705,serve,student
56497,that,are serving,students,1077,1095,nsubj,WDT,dobj,NNS,1705,serve,student
56645,who,hired,prostitutes,290,296,nsubj,WP,dobj,NNS,1711,hire,prostitute
56652,member,had hired,prostitute,398,429,nsubj,NN,dobj,NN,1711,hire,prostitute
56653,dea agents,hired,prostitutes,398,458,nsubj,NNS,dobj,NNS,1711,hire,prostitute
56654,service members,hired,prostitutes,398,458,conj,NNS,dobj,NNS,1711,hire,prostitute
56682,he,had hired,prostitute,1070,1084,nsubj,PRP,dobj,NN,1711,hire,prostitute
57008,that,touches,patient,1143,1147,nsubj,WDT,dobj,NN,1730,touch,patient
57011,health workers,will interview,patient,1342,1347,nsubj,NNS,dobj,NN,1730,interview,patient
57129,dungan war,killed,chinese,460,475,nsubj,NNP,dobj,NNPS,1734,kill,chinese
57130,famine,killed,chinese,460,475,conj,NN,dobj,NNPS,1734,kill,chinese
57139,you,could beg,parent,42,47,nsubj,PRP,dobj,NN,1735,beg,parent
57477,they,using,customers,512,526,nsubj,PRP,dobj,NNS,1747,use,customer
57510,something,inviting,spouse,31,49,nsubj,NN,dobj,NN,1750,invite,spouse
57534,he,married,sophisticate,909,948,nsubj,PRP,dobj,NN,1750,marry,sophisticate
57535,society,forces,women,950,971,nsubj,NN,dobj,NNS,1750,force,woman
57564,patients,isolate,patients,185,214,nsubj,NNS,dobj,NNS,1751,isolate,patient
57890,you,love,grandparents,439,447,nsubj,PRP,dobj,NNS,1762,love,grandparent
57997,something,is teaching,girls,409,416,nsubj,NN,dobj,NNS,1766,teach,girl
58038,he,reminds,reporters,970,975,nsubj,PRP,dobj,NNS,1767,remind,reporter
58072,standards,would challenge,students,630,654,nsubj,NNS,dobj,NNS,1768,challenge,student
58078,they,hold,students,774,783,nsubj,PRP,dobj,NNS,1768,hold,student
58090,soldier,inspects,woman,338,342,nsubj,NN,dobj,NN,1769,inspect,woman
58113,you,call,authorities,1105,1119,nsubj,PRP,dobj,NNS,1769,call,authority
58175,shit,hits,fan,91,106,nsubj,NN,dobj,NN,1771,hit,fan
58183,chuck hagel,called,minister,289,299,nsubj,NNP,dobj,NN,1771,call,minister
58467,businesses,are hiring,americans,548,555,nsubj,NNS,dobj,NNPS,1783,hire,american
58528,teachers,are teaching,kids,2256,2268,nsubj,NNS,dobj,NNS,1783,teach,kid
58570,that,protect,workers,3368,3383,nsubj,WDT,dobj,NNS,1783,protect,worker
58802,researchers,examined,brains,1131,1140,nsubj,NNS,dobj,NNS,1785,examine,brain
58865,women,favor,women,2377,2390,nsubj,NNS,dobj,NNS,1786,favor,woman
58866,eyes,favor,women,2377,2390,conj,NNS,dobj,NNS,1786,favor,woman
59090,that,have treated,americans,88,106,nsubj,WDT,dobj,NNPS,1794,treat,american
59165,wage hikes,can help,workers,135,164,nsubj,NNS,dobj,NNS,1797,help,worker
59200,candidates,can deny,voters,1157,1172,nsubj,NNS,dobj,NNS,1798,deny,voter
59535,gangsters,didn't notice,men,158,166,nsubj,NNS,dobj,NNS,1807,notice,man
59548,they,were evaluating,patient,0,14,nsubj,PRP,dobj,NN,1808,evaluate,patient
59554,health workers,isolate,patients,234,249,nsubj,NNS,dobj,NNS,1808,isolate,patient
59680,isis,murdered,journalists,106,113,nsubj,NNP,dobj,NNS,1815,murder,journalist
59949,they,will touch,person,809,817,nsubj,PRP,dobj,NN,1821,touch,person
59950,they,love,person,809,833,nsubj,PRP,dobj,NN,1821,love,person
59965,california,bans,prisoners,301,305,nsubj,NNP,dobj,NNS,1822,ban,prisoner
60118,that,degraded,women,888,906,nsubj,WDT,dobj,NNS,1825,degrade,woman
60120,that,directs,men,925,936,nsubj,WDT,dobj,NNS,1825,direct,man
